#hashtags;application-site
Naver Mail-upload;application-site
Naver Map;application-site
Naver Search;application-site
Naver Sports;application-site
Naver-streaming;application-site
NaverBot;application-site
NBA.com-video;application-site
NBC-video;application-site
nbdatagram;service-udp
nbname;service-udp
nbsession;service-tcp
NBT;service-group
NCAA Sports;application-site
NCP;service-tcp
NCsoft Launcher;application-site
NDMP Protocol;application-site
NDPS;application-site
Near-Time;application-site
Nearby;application-site
Nearby-upload;application-site
nedisk;application-site
nedisk-download;application-site
Nefsis;application-site
neighbor-advertisement;service-icmp6
neighbor-solicitation;service-icmp6
Neopets;application-site
Neos Mt;application-site
Neptune;application-site
Nessus;application-site
Nest;application-site
Nest Learning Thermostat;application-site
Nest Protect;application-site
nestReader;application-site
Net TV and Radio Player;application-site
Net.TCP Protocol;application-site
NetAntsCrawler;application-site
netbios-session;service-tcp
NetBotz;application-site
Netchart Adv Crawler;application-site
NetConceal Anonymizer;application-site
Netcraft Toolbar;application-site
NetDDE;application-site
Netease Cloud Music;application-site
Netease Mail;application-site
Netease Mail-file transfer;application-site
Netease Webdisk;application-site
Netease Webdisk-download;application-site
Netease Webdisk-upload;application-site
Netflix;application-site
Netflix-streaming;application-site
NetFlow;application-site
NetFolder;application-site
NetFriendships.com;application-site
NetGull;application-site
Netherlands Classification Terms;CpmiWordsDataType
Netherlands EU Data Protection Directive;CpmiCompoundDataType
Netherlands IBAN;CpmiPatternDataType
Netherlands Names and Surnames;CpmiCompoundDataType
Netherlands Personal Information Headers;CpmiDictionaryDataType
Netherlands Personal Names;CpmiDictionaryDataType
Netherlands Personal Number;CpmiPatternDataType
Netherlands Phone Numbers;CpmiPatternDataType
Netherlands Surnames;CpmiDictionaryDataType
Netherlands VAT Number;CpmiPatternDataType
Netherlands Zip Codes;CpmiPatternDataType
NetHooks;application-site
Netload;application-site
Netlog;application-site
Netlog Uploader;application-site
NetMeeting;service-group
NetNewsWire;application-site
Netop Remote Control;application-site
Netop Remote Control - OnDemand;application-site
Netorage;application-site
NetRadio;application-site
NetradioRipper;application-site
NetResearchServer;application-site
netshow;service-tcp
NetSongBot;application-site
netstat;service-tcp
Netsuite;application-site
NetSupport Manager;application-site
NetTalk;application-site
NetTogether Presenter;application-site
Neturo;application-site
NetVault Backup;application-site
NetVibes;application-site
Netviewer;application-site
NetWare Core Protocol (NCP);application-site
NetWhatCrawler;application-site
Network Diagnostic Tool (NDT);application-site
Network Protocols;application-site-category
Network Protocols;application-site-category
Network Utilities;application-site-category
Network Utilities;application-site-category
Network Voice Protocol;application-site
New Caledonia IBAN;CpmiPatternDataType
New IP Now;application-site
New PC Studio;application-site
New Relic;application-site
New York Passions;application-site
New Zealand Classification Terms;CpmiWordsDataType
New Zealand Inland Revenue Number;CpmiPatternDataType
NEW-RADIUS;service-udp
NEW-RADIUS-ACCOUNTING;service-udp
News / Media;application-site-category
News / Media;application-site-category
News Interceptor;application-site
NewsBeeProfessional;application-site
NewsBliss;application-site
Newsgroups / Forums;application-site-category
Newsgroups / Forums;application-site-category
Newsider;application-site
NewsKicker;application-site
NewsLeecher;application-site
NewsLife;application-site
NewSpider;application-site
NewsPiper;application-site
Newsplorer;application-site
Newton;application-site
NewzCrawler;application-site
Newzie;application-site
Nexonia;application-site
Nexopia;application-site
Nextcoin;application-site
NEXTmedia-video;application-site
NextopiaBOT;application-site
NFL Streaming;application-site
NFLRush;application-site
NFS;service-group
NFS Protocol;application-site
nfsd;service-udp
nfsd-tcp;service-tcp
nfsprog;service-rpc
NG-Search;application-site
Ngrok;application-site
NH investment and securities;application-site
Niantic, Inc. (Pokemon GO);application-site
Nicaragua Classification Terms;CpmiWordsDataType
nicebot;application-site
NicheBoard;application-site
NicheSpider;application-site
Nico Nico;application-site
Nikotel Communicator;application-site
Nimbuzz;application-site
Nimbuzz Messenger-file-download;application-site
Nimbuzz Messenger-file-upload;application-site
Nimiq;application-site
Nine;application-site
Ning;application-site
Ning-apps;application-site
Ning-filemanager;application-site
Ning-mail;application-site
Ning-posting;application-site
Ning-upload;application-site
Ning.com Widgets;application-site-category
Ning.com Widgets;application-site-category
Ninjaproxy.com;application-site
NIS;service-group
nisplus;service-rpc
Nitro Downloader;application-site
Nj RAT;application-site
nlockmgr;service-rpc
nntp;service-tcp
NNTP Protocol;application-site
No Fuss Reviews;application-site
NO-IP Update Client;application-site
NoBackO;service-udp
Noizz;application-site
Nokia Ovi Suite;application-site
Nokia PC Suite;application-site
noknok;application-site
nom.ms;application-site
NoMachine;application-site
NomaDesk;application-site
NomaDesk-download;application-site
NomaDesk-upload;application-site
Non SAP File Size;CpmiFileDataType
Non-profits & NGOs;application-site-category
nonoba;application-site
nonsmokingpassions;application-site
NonTube Messenger;application-site
Noopod;application-site
Nordic-T.org;application-site
NordVPN;application-site
Norsk Tipping;application-site
North Texas United Network;application-site
Norton Identity Safe;application-site
Norton Online Backup;application-site
Norton Zone;application-site
Norton Zone-web download;application-site
Norton Zone-web upload;application-site
Norway Bank Account Numbers;CpmiPatternDataType
Norway Business VAT Numbers;CpmiPatternDataType
Norway Classification Terms;CpmiWordsDataType
Norway EU Data Protection Directive;CpmiCompoundDataType
Norway IBAN;CpmiPatternDataType
Norway Names and Surnames;CpmiCompoundDataType
Norway Personal Information Headers;CpmiDictionaryDataType
Norway Personal Names;CpmiDictionaryDataType
Norway Personal Number;CpmiPatternDataType
Norway Phone Numbers;CpmiPatternDataType
Norway Places;CpmiDictionaryDataType
Norway Surnames;CpmiDictionaryDataType
Norway Zip Codes;CpmiDictionaryDataType
Notable;application-site
Notation Player;application-site
Notecentric.com;application-site
NoteHere Explorer;application-site
Noteworthy;application-site
NoteworthyBot;application-site
Notified.tv;application-site
Notifu;application-site
Notify Mee;application-site
Nova Proxy Suite;application-site
Novacoin;application-site
Novalite RAT;application-site
Novbot;application-site
Novell Filr;application-site
noxtrumbot;application-site
npm;application-site
NSTX;application-site
ntp;service-group
ntp-tcp;service-tcp
ntp-udp;service-udp
NTR ultimate support;application-site
Nudity;application-site-category
NuGet;application-site
Nusearch Spider;application-site
NutchCVS;application-site
NVR Broadcasting;application-site
NWSpider;application-site
nyakersaq;application-site
OAS;service-group
OAS-NameServer;service-tcp
OAS-ORB;service-tcp
Obot;application-site
Observu;application-site
OCSP Protocol;application-site
Ocster;application-site
Octopus;application-site
Octopz;application-site
Octoshape;application-site
Octro Talk;application-site
Odeo;application-site
odisk;application-site
odisk-download;application-site
Odnoklassniki;application-site
Odnoklassniki-apps;application-site
Odnoklassniki-messaging;application-site
Odnoklassniki-voice-video chat;application-site
odrive;application-site
odrive-download;application-site
odrive-upload;application-site
Oegp Bot;application-site
Off_Work;time
Office on Demand;application-site
Office Online;application-site
Office SMS;application-site
Office Web Apps;application-site
Office365;application-site
Office365 OneDrive-web;application-site
Office365 OneDrive-web-remove;application-site
Office365 OneDrive-web-upload;application-site
Office365-consumer;application-site
Office365-Delve;application-site
Office365-enterprise;application-site
Office365-Outlook;application-site
Office365-Outlook-web;application-site
Office365-Planner;application-site
OfficeSuite 8 + PDF Converter;application-site
OfficeTime;application-site
Offline Explorer Enterprise;application-site
OffsiteBackupSolutions;application-site
ofobot;application-site
OggChat;application-site
OkCupid;application-site
okta;application-site
Okurin;application-site
olkin;application-site
Ollehmusic;application-site
OMA UserPlane Location Protocol;application-site
Omea Reader;application-site
Omega Messenger;application-site
Omegle;application-site
omgilibot;application-site
Omnidrive;application-site
OmniExplorer_Bot;application-site
omNovia;application-site
omNovia-application sharing;application-site
omNovia-chat;application-site
omNovia-movie player;application-site
omNovia-slide show;application-site
omNovia-video chat;application-site
omNovia-whiteboard;application-site
Omron FINS protocol;application-site
ON24;application-site
Onavo Protect;application-site
onCHECK-Robot;application-site
Ondisk;application-site
ONE SEASON;application-site
OneDump;application-site
Oneeko;application-site
OneGreatFamily;application-site
Onehub;application-site
Onehub-upload;application-site
Oneindia.in;application-site
OneLogin;application-site
OnePageCRM;application-site
OneRiot;application-site
OneSwarm;application-site
Online Backup Vault;application-site
Online Chat Centers;application-site
Online Image Upload;application-site
Online Meetings;application-site
Online News Screensaver;application-site
Online Proxy Checker;application-site
Online Services;data-center-server
Online TV Player Pro;application-site
Online TVx;application-site
Online-Locker;application-site
OnlineOyun;application-site
OnLive;application-site
OnRez;application-site
ONtv;application-site
ONVIF;application-site
ONVIF - Start Recording;application-site
oobgolf;application-site
Oodle;application-site
Ooma Telo;application-site
ooVoo;application-site
Ooyala;application-site
OOZBOT;application-site
Opaque Archive;CpmiGroupDataType
Opaque Files;CpmiGroupDataType
OPC;service-tcp
OPC AE - Event Area Browser;application-site
OPC AE - Event Server;application-site
OPC AE - Event Sink;application-site
OPC AE - EventSubscriptionMgt;application-site
OPC Common;application-site
OPC DA;application-site
OPC DA - IEnumOPCItemAttributes;application-site
OPC DA - IOPCAsyncIO;application-site
OPC DA - IOPCBrowse;application-site
